,count,mean,std,min,25%,50%,75%,max
duration,506.0,352.09003964920953,498.92708782839065,15.4000625,106.176,190.612625,377.185,3643.5575625
rms,506.0,0.0980968102812767,0.06530089676380157,0.005591575056314468,0.052045583724975586,0.08736464753746986,0.12469979003071785,0.5056483149528503
zcr,506.0,0.1119815614801246,0.02748116947952892,0.05573902684128631,0.0926359019993584,0.10893408638579544,0.12480106117857846,0.21863812774515956
clipping_ratio,506.0,0.00044879129593217165,0.0035802417431313603,0.0,0.0,0.0,6.526964011105908e-06,0.06939964841268467
speech_len,506.0,280.7324216897233,385.72540870213226,8.716,90.73100000000001,155.77800000000002,293.38878125,2812.352
silence_len,506.0,71.35761795948616,125.69691909070632,0.7379999999999995,15.935999999999993,34.95003125000001,71.44706250000002,1185.9500000000003
speech_ratio,506.0,0.8073162742834696,0.09215444760972365,0.3756019261637239,0.752995327703778,0.8167808806300281,0.8724755831267891,0.9856401308526446
num_segments,506.0,77.03952569169961,115.1675938458811,1.0,22.0,40.0,78.0,904.0
mean_segment_len,506.0,4.3356805747993645,3.063104598520608,1.5036571428571428,2.840549019607843,3.6006260817307694,4.985714285714286,39.4645
